J,Jpp,Kc_aprox,Kcpp_aprox,active_B0a,active_B0b,active_B0c,active_dipole,active_m,active_polar,active_rms_quadrupole,active_weight,broadness_jeanna,d_act_per,is_self,m,perturber_B0a,perturber_B0b,perturber_B0c,perturber_dipole,perturber_m,perturber_polar,perturber_rms_quadrupole,perturber_weight
72.0,148.0,72.5,42.5,0.346,6.42637,1.67195,0.715,2.0,1.501,0.98570685,2.01588,0.18249688,351.5,1.0,4.0,0.346,0.1091,1.67195,0.0,4.0,0.69436,0.98570685,16.0425
157.0,36.0,73.0,88.0,5.24631,0.41778,4.74202,0.715,6.0,2.448,3.90888629,64.064,0.0557398,366.7,0.0,10.0,20.46362,60.853,0.4912,1.38,4.0,5.09,2.43810418,95.92568
9.5,52.0,23.5,54.0,5.24631,0.346,5.2412,1.2974,2.0,4.188,0.41295036,17.0073,0.04752233,373.0,1.0,10.0,0.09107,60.853,1.6227512,1.957,2.64,5.39684463,0.36769553,35.976793
29.5,4.5,60.5,21.0,9.94664516,14.5217696,1.69614207,1.4719,4.0,2.77,1.64048773,44.071,0.05248072,448.0,0.0,12.0,5.182,1.92252895,1.67195,0.11011,2.0,2.54,2.00771188,76.141
49.5,44.5,74.5,23.0,0.09107,0.817084,0.2935265,0.45,6.0,0.787,2.92049556,30.026,0.07399752,384.2,1.0,4.0,5.24631,0.1091,51.3761602,1.67229184,2.64,1.501,0.98994949,16.0425
117.0,53.5,18.5,22.0,3.09855,1.92252895,0.2935265,0.11011,6.0,1.698,0.2192031,28.0134,0.06328546,334.5,1.0,10.0,20.47007,0.09107,0.62048896,1.2974,6.0,3.21,1.64048773,76.141
1.0,80.0,47.5,80.0,4.828,0.32192,0.85179,0.828,4.0,2.247,2.00771188,26.0373,0.04357088,376.5,0.0,10.0,5.2412,10.4401993,0.39021,1.109,6.0,3.616,1.70683411,2.33375552
26.5,21.0,120.0,99.0,4.25240851,9.57789,1.43767,1.826526,6.0,5.39684463,0.07071068,47.0134,0.04571761,317.0,0.0,6.0,27.8806313,0.3528,1.67195,0.715,2.0,2.515,0.41295036,79.926277
111.0,105.0,56.5,17.5,0.09107,1.29536237,1.92252895,0.45,6.0,5.39684463,2.51258831,35.976793,0.06094009,348.95,1.0,6.0,4.25240851,0.62048896,1.67195,1.51,6.0,4.49,1.64048773,50.96825
162.0,73.0,71.0,105.0,4.25240851,0.09107,6.42637,1.38,6.0,3.21,3.90888629,28.0532,0.04571761,399.5,0.0,8.0,0.346,10.4401993,0.4912,0.828,6.0,3.438,0.07071068,79.926277
160.0,15.0,38.5,70.0,4.828,5.2412,1.92252895,1.38,6.0,4.49,0.41295036,32.0419,0.04760546,338.0,0.0,8.64,9.94664516,16051.1165,1.69614207,1.857,6.0,0.8,0.41295036,18.0153
15.5,121.0,105.0,62.5,20.46362,5.2412,0.85179,0.715,4.0,4.49,3.70806796,31.9988,0.05211999,330.75,1.0,4.0,5.24631,1.67195,1.92252895,1.51,4.0,2.515,0.07071068,30.0061
22.5,19.5,50.0,14.5,9.40552614,0.09107,0.4912,1.81,2.0,3.487,2.00771188,26.0373,0.05274073,347.85,1.0,10.0,20.47007,9.94664516,0.85179,0.159,2.64,2.448,2.51258831,30.0061
82.0,151.0,9.0,111.0,100000.0,0.346,6.22750356,1.957,4.0,5.39684463,3.70806796,93.9529,0.04930319,300.0,1.0,8.0,5.182,60.853,10.4401993,0.0,2.64,2.507,0.41295036,76.141
19.5,21.5,39.5,24.0,5.24631,0.25021,0.20285674,1.51,4.0,5.09,0.98570685,146.0554,0.06094009,376.0,0.0,4.0,0.346,0.50424,0.34634,0.715,4.0,2.448,0.83259471,32.0419
17.5,61.0,51.5,66.0,5.24631,0.3528,0.2935265,1.826526,6.0,3.02,0.98570685,50.96825,0.04412344,375.0,1.0,12.0,0.09107,14.5217696,1.6227512,0.159,2.0,1.501,1.64048773,16.0425
10.5,15.0,55.5,45.0,9.94664516,0.32192,1.92252895,1.4719,2.0,2.77,0.24859606,16.0425,0.06438352,287.25,0.0,6.0,0.09107,0.82323552,0.62048896,1.81,2.64,5.09,1.6541585,32.0419
111.0,109.0,36.0,7.5,20.46362,0.3528,6.22750356,1.2974,4.0,3.882,0.84357839,32.0419,0.03586361,330.75,0.0,12.0,27.8806313,60.853,0.39021,1.67229184,4.0,1.562,2.00771188,93.9529
12.5,63.5,43.0,32.0,0.09107,0.41778,0.20285674,2.331,4.0,1.953,2.00771188,30.0061,0.03586361,351.0,1.0,8.0,5.24631,0.346,9.27770838,0.11011,2.0,2.103,0.0,80.063
35.0,50.5,110.0,6.0,2.0273542,14.5217696,60.853,0.159,4.0,0.8,0.76412215,28.0101,0.04571761,356.95,0.0,4.0,20.47007,1.92252895,1.92252895,1.109,4.0,1.67892,1.95366544,34.0329
49.5,27.0,43.5,23.5,20.46362,0.3441739,4.74202,1.109,4.0,3.21,2.71717568,28.0532,0.05346877,320.0,1.0,10.0,20.47007,0.20285674,6.22750356,1.109,6.0,3.21,4.41046071,146.0554
60.0,123.0,52.0,45.5,20.47007,0.25021,0.32192,1.2974,4.0,0.787,0.46244783,64.064,0.14524111,326.5,1.0,8.0,100000.0,10.4401993,0.09107,1.81,4.0,3.438,2.43810418,28.0101
99.0,5.0,69.0,114.0,5.1734,14.5217696,0.36749,1.51,6.0,5.453,0.76412215,34.0329,0.05438049,363.0,1.0,6.0,27.8806313,0.1091,1.67195,1.847,4.0,3.438,0.41295036,2.33375552
52.5,81.5,77.0,6.0,9.40552614,1.176646,6.22750356,0.715,2.0,3.882,0.24859606,50.96825,0.04930319,330.0,0.0,12.0,0.346,1.43767,0.62048896,1.51,4.0,3.02,1.70683411,44.0095
79.0,52.5,75.0,104.0,4.828,1.176646,1.69614207,0.715,4.0,1.953,3.02500281,15.0234751,0.04760546,380.0,0.0,10.0,9.94664516,1.6227512,51.3761602,1.826526,2.0,3.616,0.98570685,44.0095
116.0,22.0,38.5,88.0,9.57789,14.5217696,0.817084,1.51,2.0,0.787,4.47975717,30.0061,0.05274073,470.0,1.0,10.0,5.182,1.67195,0.79287185,0.11011,4.0,8.749,2.00771188,16.0425
32.5,25.0,35.5,47.5,0.346,0.3528,0.09107,0.11011,4.0,1.298,1.3576325,28.0134,0.04760546,355.0,1.0,10.0,4.25240851,0.32192,1.92252895,0.0,4.0,3.438,0.2192031,28.0101
26.5,5.0,49.0,58.0,0.09107,1.67195,8.34923939,1.67229184,4.0,1.562,0.84357839,127.91241,0.06509057,353.2,0.0,10.0,20.46362,1.6227512,1.69614207,1.826526,6.0,3.438,2.71717568,31.9988
109.0,12.0,78.5,14.0,9.57789,0.346,4.74202,1.62,6.0,19.029,2.83596962,64.064,0.06834818,330.2,1.0,8.64,5.182,16051.1165,0.32192,1.847,2.64,1.71,2.00771188,76.141
160.0,34.5,1.0,10.0,3.09855,0.09107,1.69614207,1.62,2.0,1.71,0.98994949,93.9529,0.05141102,368.2,0.0,8.64,27.8806313,0.817084,1.67195,1.51,6.0,1.67892,0.36769553,76.141
95.0,82.5,13.5,14.5,27.8806313,18.5519677,0.09107,0.0,2.0,5.61,1.6541585,15.0234751,0.04077859,438.4,1.0,12.0,5.24631,1.43767,1.69614207,1.109,6.0,1.71,0.76412215,44.0095
25.0,21.0,30.0,17.0,9.57789,10.4401993,20.5597234,1.109,2.0,1.71,1.3576325,18.0153,0.06049039,332.0,1.0,10.0,4.25240851,9.94664516,0.173,1.826526,6.0,2.507,1.70683411,18.0153
113.0,63.0,84.5,116.0,0.346,1.0012,1.43767,1.38,4.0,1.136,0.76412215,64.064,0.06481883,386.7,0.0,8.64,9.94664516,1.43767,1.43767,0.715,4.0,2.215,2.00771188,32.0419
92.0,88.0,16.0,71.5,3.09855,8.34923939,1.92252895,0.45,6.0,3.487,0.0,53.97324,0.04760546,320.0,1.0,8.64,4.25240851,0.50424,0.85179,0.11011,4.0,5.61,4.41046071,28.0101
113.0,117.0,10.5,73.0,5.1734,14.5217696,0.85179,1.826526,4.0,4.188,1.70683411,28.0532,0.0550182,356.95,1.0,10.0,9.94664516,0.1091,0.34634,1.826526,2.0,1.67892,0.98570685,79.926277
71.0,140.0,84.5,91.0,0.346,0.32192,1.92252895,0.45,2.0,7.325,0.98994949,30.026,0.04760546,444.4,1.0,6.0,5.24631,60.853,1.69614207,1.826526,4.0,2.54,0.0,32.0419
76.0,71.0,85.0,64.5,0.09107,1.0012,0.20285674,1.62,2.0,2.77,0.78954903,30.0061,0.04787982,338.0,1.0,10.0,0.346,1.6227512,1.92252895,1.847,6.0,3.616,2.71717568,20.00689
73.0,62.0,98.0,71.0,5.2412,1.43767,8.34923939,1.6552,6.0,2.103,3.02500281,93.9529,0.0466762,369.5,1.0,10.0,5.24631,0.1091,20.5597234,0.715,2.64,0.69436,2.51258831,20.00689
77.5,82.0,5.0,115.0,27.8806313,1.0012,0.36749,0.715,6.0,4.49,2.51258831,127.91241,0.12061224,330.75,0.0,4.0,27.8806313,0.85179,0.85179,1.81,2.64,2.507,0.98994949,44.071
62.0,47.5,85.0,69.5,0.09107,0.62048896,8.34923939,1.813,4.0,1.71,4.47975717,17.0305,0.16984114,395.0,1.0,4.0,27.8806313,1.92252895,1.6227512,1.2974,2.0,1.67892,1.6541585,44.071
141.0,56.0,36.0,79.0,4.25240851,9.94664516,0.4912,1.6552,2.0,5.61,3.90888629,28.0134,0.03586361,380.2,1.0,6.0,0.346,9.94664516,1.69614207,1.957,4.0,3.02,0.83259471,32.0419
161.0,20.5,102.0,9.0,9.57789,0.09107,0.2935265,1.857,4.0,2.215,2.09633013,32.0419,0.17210159,312.5,0.0,4.0,0.09107,0.817084,1.6227512,1.81,6.0,5.09,2.00771188,53.97324
66.0,81.0,69.0,46.5,9.40552614,1.43767,1.67195,0.828,6.0,2.507,2.83596962,35.976793,0.04158464,384.2,0.0,12.0,5.182,0.85179,5.2412,0.159,4.0,1.71,0.07071068,28.0101
167.0,42.0,26.0,53.5,2.0273542,10.4401993,0.817084,0.159,2.0,3.882,1.64048773,30.0061,0.06977337,324.7,0.0,4.0,0.09107,0.1091,0.20285674,1.67229184,2.0,1.501,4.41046071,28.0101
118.0,78.0,103.0,65.0,9.57789,20.5597234,0.20285674,2.331,2.0,2.448,1.3576325,95.92568,0.04135837,335.3,0.0,10.0,20.46362,0.1091,0.85179,0.715,4.0,1.953,2.43810418,28.0101
147.0,83.0,10.5,7.0,9.94664516,0.817084,0.173,1.826526,4.0,3.21,0.84357839,20.00689,0.04752233,339.95,1.0,8.0,0.346,0.09107,6.22750356,0.11011,4.0,3.02,4.41046071,34.0329
170.0,10.5,77.0,9.0,0.346,18.5519677,4.74202,0.828,2.0,1.562,0.46244783,47.0134,0.12061224,348.95,0.0,8.0,9.94664516,1.6227512,0.79287185,0.0,2.0,0.69436,0.78954903,30.0061
37.0,104.0,7.0,83.0,4.828,0.82323552,0.2935265,1.38,6.0,5.09,3.90888629,30.026,0.07399752,285.5,1.0,4.0,4.25240851,1.6227512,0.4912,1.67229184,6.0,2.448,0.07071068,79.926277
11.0,11.0,99.0,29.5,4.828,1.67195,9.27770838,0.11011,6.0,2.515,2.71717568,28.0134,0.09969431,347.15,1.0,8.0,0.09107,10.4401993,0.817084,1.51,2.0,1.501,0.41295036,60.075
130.0,68.0,35.0,89.0,4.828,0.39021,60.853,1.826526,4.0,2.77,1.64048773,47.0134,0.1504867,334.5,1.0,6.0,0.346,20.5597234,60.853,1.857,6.0,2.507,1.6541585,95.92568
20.5,10.5,33.0,8.0,9.57789,0.85179,1.92252895,1.67229184,6.0,7.325,0.76412215,28.0101,0.04172132,380.2,0.0,4.0,20.47007,20.5597234,0.20285674,1.847,4.0,1.71,2.09633013,79.926277
68.0,1.0,28.5,8.0,20.47007,8.34923939,0.85179,1.813,2.0,1.501,3.70806796,32.0419,0.17210159,332.0,0.0,8.0,27.8806313,0.82323552,0.173,1.847,6.0,3.616,2.43810418,34.0329
71.0,26.0,87.0,4.0,100000.0,0.62048896,60.853,1.957,4.0,1.501,0.41295036,53.97324,0.04467116,317.0,0.0,8.64,100000.0,1.43767,5.2412,1.2974,2.64,1.71,0.07071068,53.97324
64.5,14.0,78.0,90.0,4.828,0.39021,0.09107,1.6552,6.0,5.39684463,2.83596962,64.064,0.05275517,352.5,1.0,8.64,9.94664516,0.32192,0.09107,0.715,2.0,3.616,2.00771188,95.92568
11.5,10.0,26.0,82.0,27.8806313,1.92252895,1.176646,0.828,6.0,1.71,1.64048773,95.92568,0.0550182,395.0,0.0,12.0,4.25240851,0.09107,0.79287185,1.81,2.64,4.49,2.51258831,50.96825
9.5,31.0,35.0,45.0,5.2412,0.85179,0.25021,0.11011,4.0,4.49,0.07071068,53.97324,0.18249688,371.5,1.0,12.0,0.09107,5.2412,0.79287185,1.826526,2.64,1.562,0.78954903,28.0101
30.5,139.0,104.0,86.0,0.346,6.42637,0.20285674,0.159,6.0,1.501,2.09633013,15.0234751,0.04077859,380.2,0.0,8.0,27.8806313,0.1091,1.67195,1.2974,6.0,0.69436,0.98570685,34.0329
63.5,40.0,48.5,28.5,27.8806313,0.346,9.27770838,0.11011,6.0,1.953,0.36769553,34.0329,0.04467116,363.6,0.0,4.0,20.46362,1.6227512,8.34923939,1.857,6.0,1.67892,0.30886424,146.0554
31.0,161.0,78.0,104.0,5.24631,1.92252895,1.176646,2.331,6.0,3.487,0.41295036,53.97324,0.06567769,324.7,1.0,4.0,4.25240851,0.817084,20.5597234,0.0,2.0,5.61,1.70683411,50.96825
24.0,83.0,4.0,45.5,100000.0,0.3441739,0.09107,1.109,6.0,5.09,0.24859606,20.00689,0.04127771,416.5,1.0,4.0,0.346,1.92252895,0.817084,1.2974,2.0,3.616,0.76412215,32.0419
36.0,20.5,34.0,53.5,2.0273542,0.25021,1.67195,1.2974,6.0,4.49,4.41046071,141.939,0.05618405,339.5,1.0,8.0,20.46362,0.50424,10.4401993,1.2974,6.0,1.67892,2.43810418,44.0095
6.5,16.0,65.5,96.0,27.8806313,0.85179,1.67195,1.4719,6.0,2.77,0.0,17.0073,0.05830627,330.2,0.0,12.0,20.47007,9.94664516,1.6227512,1.51,2.0,5.09,2.71717568,34.0329
61.5,30.5,4.5,24.5,4.25240851,0.62048896,20.5597234,1.109,4.0,4.188,1.64048773,28.0134,0.06328546,331.95,1.0,8.0,0.09107,5.2412,0.173,0.715,2.64,2.507,4.41046071,44.071
127.0,24.5,68.5,81.5,4.828,0.09107,0.2935265,1.67229184,6.0,19.029,2.51258831,47.0134,0.06567769,303.0,1.0,10.0,5.2412,0.62048896,0.817084,1.38,2.64,5.61,3.02500281,35.976793
71.0,34.5,99.0,51.0,2.0273542,0.09107,18.5519677,0.715,4.0,3.616,3.70806796,31.9988,0.06273792,335.3,1.0,4.0,5.182,0.346,1.43767,0.828,6.0,1.562,1.64048773,50.96825
100.0,20.0,27.5,40.5,0.346,1.92252895,0.4912,1.62,2.0,0.8,2.83596962,2.01588,0.13933063,455.2,0.0,8.64,100000.0,5.2412,0.817084,1.2974,4.0,1.67892,0.83259471,2.33375552
51.0,163.0,50.0,44.0,5.1734,10.4401993,0.8282,1.826526,6.0,2.448,4.41046071,16.0425,0.05275517,436.6,1.0,4.0,5.24631,0.32192,60.853,1.826526,6.0,1.501,1.70683411,31.9988
148.0,130.0,25.0,94.0,20.46362,9.94664516,60.853,1.81,4.0,2.77,0.46244783,35.976793,0.05231977,330.75,1.0,10.0,27.8806313,0.20285674,0.09107,0.11011,2.64,2.515,2.00771188,79.926277
2.5,39.0,48.0,42.5,20.46362,0.50424,0.2935265,0.11011,6.0,2.247,0.46244783,28.0532,0.10394785,311.45,0.0,6.0,5.24631,20.5597234,0.20285674,1.847,6.0,1.501,2.51258831,35.976793
81.0,52.0,51.0,7.0,20.47007,0.20285674,1.43767,1.51,6.0,1.136,2.92049556,93.9529,0.05367046,373.0,1.0,6.0,0.09107,0.20285674,10.4401993,0.828,4.0,3.02,2.09633013,2.01588
88.0,32.0,67.5,71.0,0.346,0.85179,0.39021,1.4719,6.0,2.515,0.84357839,30.0061,0.04930319,457.0,0.0,8.0,20.46362,0.39021,0.34634,1.2974,6.0,2.515,0.07071068,93.9529
83.5,11.5,15.0,56.5,0.09107,0.3441739,0.20285674,1.4719,2.0,2.77,3.65367851,35.976793,0.06049039,368.5,1.0,6.0,100000.0,60.853,0.34634,1.857,6.0,1.698,0.84357839,17.0305
82.5,32.5,42.5,42.0,27.8806313,0.50424,20.5597234,1.847,2.0,1.71,1.64048773,44.0095,0.05211999,347.85,1.0,8.0,4.25240851,0.20285674,51.3761602,0.715,6.0,0.69436,2.51258831,34.0329
60.5,2.5,44.5,82.0,3.09855,0.39021,18.5519677,0.45,4.0,2.103,2.09633013,32.0419,0.06094009,330.75,1.0,4.0,20.46362,60.853,1.69614207,1.109,4.0,1.953,0.98994949,2.01588
16.5,34.5,77.0,66.0,4.828,1.67195,1.69614207,0.45,4.0,0.8,1.64048773,44.0095,0.0557398,366.7,1.0,8.0,9.94664516,0.32192,0.4912,1.857,4.0,1.71,0.98570685,28.0101
45.0,5.5,122.0,20.0,20.46362,1.0012,6.22750356,1.957,6.0,2.103,0.84357839,16.0425,0.05618405,339.5,1.0,10.0,0.09107,14.5217696,0.09107,0.715,2.64,5.09,0.78954903,2.01588
61.5,128.0,7.0,14.0,5.182,0.62048896,0.85179,1.109,4.0,3.02,0.98994949,15.0234751,0.04375836,326.5,1.0,8.64,100000.0,0.85179,0.1091,0.159,2.64,19.029,2.09633013,53.97324
47.5,158.0,113.0,58.5,20.47007,0.346,1.69614207,1.2974,2.0,5.09,2.83596962,141.939,0.03636004,436.6,0.0,4.0,20.47007,0.39021,0.173,0.159,2.0,1.562,2.00771188,2.33375552
71.5,50.0,72.0,81.5,0.346,20.5597234,1.176646,1.62,4.0,1.71,2.83596962,2.01588,0.05830627,335.3,0.0,8.0,9.94664516,9.94664516,20.5597234,1.957,2.0,3.438,2.00771188,28.97
19.5,101.0,60.0,75.0,5.24631,0.346,0.62048896,1.38,4.0,2.77,0.41295036,44.0095,0.1504867,312.5,1.0,4.0,27.8806313,1.43767,0.39021,1.2974,2.0,5.39684463,0.98570685,53.97324
45.0,103.0,31.0,31.0,9.57789,0.346,0.25021,0.159,2.0,19.029,0.46244783,95.92568,0.05920685,358.0,0.0,8.0,27.8806313,0.50424,0.20285674,0.0,6.0,2.54,2.83596962,53.97324
61.5,13.5,81.0,119.0,4.828,1.29536237,10.4401993,1.81,4.0,2.448,0.76412215,34.0329,0.06273792,356.95,0.0,12.0,27.8806313,1.6227512,10.4401993,1.826526,2.0,0.787,0.98994949,30.0061
45.0,97.0,37.0,17.0,5.182,1.67195,8.34923939,1.847,6.0,3.438,0.41295036,20.00689,0.12061224,429.4,1.0,12.0,0.346,0.82323552,0.817084,0.11011,4.0,1.501,0.98570685,35.976793
73.0,14.0,121.0,113.0,20.46362,18.5519677,0.817084,0.715,2.0,3.616,2.00771188,15.0234751,0.05467328,353.0,0.0,10.0,9.94664516,9.94664516,1.92252895,1.38,2.0,1.953,2.51258831,50.96825
167.0,40.5,107.0,10.5,100000.0,14.5217696,0.25021,1.81,2.0,19.029,1.6541585,2.01588,0.11915375,370.2,1.0,10.0,4.25240851,1.92252895,8.34923939,1.2974,4.0,5.39684463,0.2192031,18.0153
97.0,103.0,118.0,78.0,5.2412,1.176646,0.39021,0.828,4.0,2.247,2.00771188,60.075,0.05594409,353.0,1.0,12.0,20.47007,0.82323552,1.69614207,1.4719,6.0,1.67892,0.0,60.075
132.0,32.0,83.0,28.0,2.0273542,0.3528,6.22750356,1.51,6.0,3.02,4.47975717,2.01588,0.05648214,429.4,1.0,8.0,5.182,0.346,1.67195,1.67229184,4.0,19.029,2.83596962,20.00689
67.5,90.0,5.5,85.0,0.346,0.817084,0.4912,1.813,2.0,1.698,1.6541585,64.064,0.03201732,380.0,1.0,10.0,5.24631,60.853,0.39021,1.109,6.0,3.438,4.41046071,20.00689
21.5,6.0,19.5,23.5,20.46362,0.62048896,20.5597234,0.715,4.0,3.21,1.95366544,47.0134,0.0550182,333.9,1.0,8.64,5.182,0.817084,0.4912,1.957,2.0,2.448,0.41295036,32.0419
83.5,2.5,77.5,43.0,3.09855,0.82323552,10.4401993,1.857,2.0,3.02,2.51258831,127.91241,0.03679119,348.95,1.0,8.0,20.47007,0.62048896,1.69614207,0.828,2.0,0.787,3.02500281,44.071
129.0,7.5,67.0,7.5,3.09855,1.92252895,1.69614207,1.857,4.0,4.49,3.02500281,80.063,0.05648214,416.5,1.0,4.0,20.47007,8.34923939,0.817084,1.81,4.0,2.103,3.02500281,79.926277
39.0,54.5,43.0,22.0,100000.0,0.50424,0.8282,1.6331,6.0,3.02,0.41295036,31.9988,0.04787982,438.4,0.0,10.0,20.46362,0.3528,0.817084,1.957,4.0,3.02,0.83259471,17.0305
0.0,34.5,96.0,18.5,5.182,0.62048896,0.8282,1.81,4.0,3.02,2.00771188,28.0134,0.05274073,442.9,0.0,10.0,9.94664516,20.5597234,0.34634,1.847,2.64,2.215,0.07071068,30.0061
77.0,35.5,106.0,21.0,5.24631,1.67195,0.36749,1.6331,2.0,3.21,0.78954903,31.9988,0.05141102,413.8,1.0,8.64,100000.0,0.39021,9.27770838,1.4719,2.64,3.438,0.36769553,2.01588
47.0,21.5,39.0,73.0,2.0273542,0.346,5.2412,1.81,6.0,1.298,2.00771188,50.96825,0.0557398,347.0,1.0,6.0,27.8806313,20.5597234,51.3761602,0.159,6.0,3.21,2.09633013,34.0329
135.0,157.0,44.0,54.5,3.09855,0.817084,5.2412,1.67229184,6.0,5.453,0.46244783,44.0095,0.0655435,380.0,0.0,6.0,0.346,0.62048896,5.2412,0.159,6.0,0.8,0.36769553,93.9529
104.0,68.5,93.0,5.5,9.57789,0.20285674,0.2935265,1.813,4.0,1.562,2.23345025,17.0305,0.05231977,347.85,0.0,4.0,5.2412,0.3528,0.32192,0.0,2.64,8.749,0.0,32.0419
38.0,65.5,103.0,41.0,0.346,14.5217696,6.22750356,2.331,6.0,2.215,1.95366544,28.0101,0.05235715,289.0,0.0,8.0,5.182,16051.1165,51.3761602,1.109,6.0,2.54,0.98570685,2.01588
32.0,18.5,36.5,42.5,5.1734,0.3441739,20.5597234,1.813,4.0,2.54,2.92049556,80.063,0.04412344,285.5,1.0,8.64,5.2412,0.39021,0.1091,1.38,6.0,1.953,4.41046071,2.33375552
83.0,1.0,45.0,6.5,4.25240851,0.25021,1.69614207,1.6552,4.0,2.247,1.3576325,53.97324,0.05648214,311.45,1.0,10.0,0.346,16051.1165,9.27770838,1.67229184,2.0,3.02,1.70683411,34.0329
107.0,157.0,72.0,16.0,0.346,1.67195,5.2412,1.957,4.0,2.103,0.46244783,28.0532,0.11531308,384.2,0.0,4.0,4.25240851,1.69614207,1.92252895,1.2974,2.0,1.698,3.02500281,16.0425
142.0,47.5,120.0,59.0,5.1734,20.5597234,1.92252895,0.828,6.0,1.698,3.90888629,17.0305,0.03679119,413.8,1.0,10.0,0.09107,60.853,20.5597234,0.715,2.64,5.39684463,2.09633013,28.97
112.0,69.0,57.0,33.5,5.1734,1.43767,0.85179,0.159,6.0,0.8,0.0,127.91241,0.05235715,330.0,0.0,10.0,20.46362,20.5597234,0.79287185,1.67229184,2.0,5.39684463,0.98994949,2.33375552
78.0,52.0,43.0,72.0,5.24631,18.5519677,0.34634,1.6552,4.0,1.298,4.41046071,60.075,0.038572,363.0,0.0,12.0,4.25240851,0.817084,1.43767,0.828,4.0,3.21,0.83259471,44.0095
9.0,82.5,3.0,19.0,9.40552614,0.85179,1.92252895,1.957,2.0,5.453,2.51258831,31.9988,0.04127771,332.0,1.0,4.0,4.25240851,0.39021,0.1091,1.847,2.0,1.71,2.09633013,50.96825
130.0,118.0,81.5,66.0,27.8806313,0.39021,60.853,1.6331,6.0,2.77,3.70806796,31.9988,0.04412344,346.0,1.0,10.0,0.346,0.85179,10.4401993,1.67229184,2.0,5.39684463,2.71717568,2.33375552
50.5,89.0,24.5,51.0,5.1734,0.32192,8.34923939,1.857,4.0,1.953,3.90888629,146.0554,0.05248072,335.3,1.0,4.0,4.25240851,0.39021,0.1091,1.847,6.0,2.103,0.78954903,53.97324
43.5,61.5,60.0,47.0,9.40552614,18.5519677,1.13425949,1.813,2.0,2.103,2.23345025,34.0329,0.04375836,416.5,0.0,4.0,20.47007,1.43767,60.853,0.828,2.0,2.103,0.07071068,18.0153
72.5,151.0,96.0,42.0,100000.0,0.82323552,6.22750356,1.67229184,4.0,2.215,2.23345025,47.0134,0.03201732,334.5,0.0,6.0,4.25240851,0.50424,0.4912,1.4719,2.64,1.67892,1.64048773,18.0153
58.0,67.0,86.0,104.0,0.346,1.43767,0.85179,0.715,4.0,4.49,4.47975717,95.92568,0.05648214,300.0,1.0,12.0,20.47007,0.1091,0.173,1.857,6.0,3.438,0.2192031,53.97324
9.5,19.0,93.0,21.0,0.09107,0.32192,0.25021,1.4719,4.0,2.103,2.92049556,28.0134,0.04110102,356.95,0.0,6.0,20.46362,14.5217696,0.4912,1.51,6.0,1.562,2.71717568,53.97324
47.5,21.0,30.5,23.0,27.8806313,0.32192,60.853,1.6552,2.0,1.298,3.90888629,2.01588,0.06365723,307.75,1.0,8.64,4.25240851,1.92252895,10.4401993,1.857,2.0,3.616,1.70683411,17.0305
66.5,34.5,88.0,15.5,9.57789,0.41778,0.85179,1.62,4.0,2.448,2.09633013,31.9988,0.03586361,326.5,0.0,8.0,5.24631,10.4401993,1.6227512,1.38,2.64,1.562,2.00771188,17.0305
8.5,3.0,61.0,7.5,0.346,1.176646,1.92252895,1.62,2.0,3.616,2.92049556,60.075,0.03636004,289.0,1.0,4.0,20.46362,10.4401993,0.85179,1.857,2.64,2.448,0.78954903,93.9529
145.0,27.5,81.5,65.5,4.25240851,10.4401993,1.67195,1.857,6.0,3.487,2.71717568,44.0095,0.05467328,323.5,1.0,12.0,27.8806313,8.34923939,0.39021,1.957,2.64,2.507,1.64048773,17.0305
9.5,123.0,9.0,99.0,9.40552614,0.3441739,1.92252895,1.2974,2.0,0.8,3.65367851,80.063,0.02688417,370.2,1.0,4.0,5.2412,0.62048896,1.43767,1.109,2.64,3.02,0.07071068,79.926277
122.0,77.5,95.0,75.0,2.0273542,8.34923939,18.5519677,1.51,6.0,1.136,0.24859606,28.0101,0.14524111,352.5,1.0,6.0,0.09107,20.5597234,1.43767,1.67229184,2.64,1.71,0.07071068,17.0305
1.5,5.0,94.0,6.0,20.46362,8.34923939,1.43767,1.81,6.0,1.953,2.00771188,95.92568,0.04815153,340.2,1.0,8.0,100000.0,0.817084,0.173,0.715,6.0,5.61,2.00771188,60.075
167.0,63.5,91.0,17.5,5.2412,8.34923939,1.69614207,1.6331,2.0,2.507,1.95366544,127.91241,0.11915375,377.0,1.0,10.0,5.2412,0.62048896,20.5597234,1.4719,2.0,1.953,0.98570685,95.92568
30.0,92.0,88.0,79.0,9.94664516,1.176646,1.176646,0.715,4.0,5.453,0.0,93.9529,0.05196981,324.7,1.0,8.0,20.47007,1.43767,0.173,0.0,2.0,0.69436,4.41046071,18.0153
126.0,8.5,59.0,19.0,4.25240851,1.176646,0.85179,1.81,2.0,1.136,2.51258831,141.939,0.05211999,372.0,1.0,10.0,27.8806313,1.69614207,1.67195,1.847,2.0,19.029,2.00771188,146.0554
27.0,112.0,69.0,73.0,0.09107,0.346,0.09107,1.51,2.0,2.103,2.23345025,17.0305,0.04071358,368.2,1.0,8.64,0.346,1.6227512,1.67195,0.715,6.0,1.562,1.64048773,32.0419
23.0,134.0,43.0,17.0,0.346,1.29536237,18.5519677,0.0,2.0,3.438,0.2192031,44.0095,0.06481883,326.5,0.0,8.64,0.09107,10.4401993,60.853,0.715,2.0,1.67892,3.02500281,79.926277
